c_arm_lateral_m,c_arm_vertical_m,c_arm_wigwag_deg,c_arm_horizontal_m,c_arm_tilt_deg,c_arm_orbital_deg,table_vertical_m,table_trend_deg,table_tilt_deg,table_longitudinal_m,table_transverse_m,quat_w,quat_x,quat_y,quat_z,Tx_m,Ty_m,Tz_m
0,0.09,-7,0.14,-20,73,0.2,-4,19,0.23,0.12,0.87492720921081,-0.141407185285023,-0.0535424321146036,0.46004303548212,0.213346750234732,0.0679227211838857,-0.101280182347289
-0.04,0.36,-1,0.14,64,76,0.04,12,6,0.02,0.03,0.739302538327945,0.282396559295937,0.335341764712188,0.511106486907953,0.531842598568323,0.0286975492395513,0.484163990266636
0.21,0.38,6,0.1,57,28,0.14,-16,10,0.62,-0.03,0.790004754664029,0.239740825200468,0.545685339348643,0.143681365390167,0.615121097379063,-0.13960965980583,-0.505757826453584
-0.01,0.27,-9,0.06,30,33,0.32,-22,5,0.19,-0.07,0.870731686694384,0.0682759054252268,0.438691893553125,0.211457213297374,0.291468734260365,-0.138585927127912,-0.220980869298973
0,0.3,-9,0.07,50,63,0.11,11,20,0.63,-0.05,0.888940996261632,0.169873883546304,0.294030737826695,0.30736410666726,0.417451759580358,-0.26422774403939,-0.413953436994195
0.27,0.15,-6,0.14,211,-97,0.18,5,-10,0.55,0.13,0.197212577567156,0.772560748466832,-0.591783762184249,-0.118528764410765,0.266631559544157,0.251527080009201,-0.608149856491302
0.08,0.18,8,0.01,-76,70,0.07,-19,-6,0.46,-0.02,0.722493785716772,-0.212273890550644,-0.428641256613309,0.499208571761448,0.568961544030002,-0.0298235082235152,-0.178027460331874
0.26,0.07,0,0,48,-35,0.19,-4,17,0.42,0.08,0.807830737662829,-0.0685763558370218,0.432974070536891,-0.394005376803361,0.164064126045849,-0.079159386941319,-0.350570410349421
0.49,0.25,10,0.02,74,-21,0.07,13,13,0.08,0,0.838385135031021,0.027797176760524,0.508785435038762,-0.193584770618917,0.404451032474579,-0.196608058852543,0.17220814713942
-0.48,0.42,-7,0.02,240,67,0.2,-7,-6,0.15,-0.01,0.410352975417354,-0.445910178784792,-0.70333498745258,0.371610607285797,0.613017895903425,-0.00175401217999989,0.412802286443373
0.11,0.14,-1,0.07,56,95,0.29,-29,14,0.26,0.02,0.561931773732875,0.545060020593107,0.39921040478673,0.477256019690147,0.24290807559844,-0.0708960926872999,-0.206375609406698
0.1,0.2,-6,0.02,33,78,0.34,17,-4,0.62,0.13,0.760851360437125,0.0457604110556283,0.139541837072349,0.632091186307379,0.120832728048013,0.0819607722112502,-0.456109034101625
-0.32,0.17,0,0.06,-15,-47,0.15,-11,-15,0.44,0.05,0.960676121285575,0.0179745695969859,-0.0299147073843449,-0.275469444987307,0.444300558732904,0.180315752446139,0.134723704070404
-0.15,0.03,-5,0.07,209,-90,0.15,25,17,0.4,0.01,0.0519812823804542,0.577976035601303,-0.814381694427711,-0.00490961645491866,-0.0188453083338352,-0.0262872393222582,0.0470143912856103
-0.48,0.08,4,0.11,77,78,0.31,14,4,0.09,0.07,0.6655534682651,0.36104232092339,0.378046344839118,0.532698774671324,-0.163080552757506,0.105565032472121,0.866378077780771
0.05,0.41,-4,0.09,108,-78,0.02,29,-16,0.2,-0.01,0.644284592037327,-0.473638016890221,0.424185509339775,-0.425007114158985,0.458102213444725,0.161608479771594,0.346958078942768
0.46,0.19,-10,0.05,97,-29,0.02,20,-18,0.54,-0.08,0.768918298007296,-0.289044322487424,0.550552401238751,-0.148694600162867,0.540416202901544,0.077037468099555,-0.700932536426396
0.13,0.24,3,0.02,27,-51,0.35,19,20,0.04,0.06,0.817793592485866,0.00458442832549516,0.0736358060161578,-0.570762990371958,0.0400860490599621,-0.0517337259311986,0.338177082324136
0.2,0.06,9,0.09,232,20,0.31,-7,-9,0.18,-0.08,0.493418314878659,-0.0532759740087355,-0.866555855237002,0.0527350631951291,0.111581219731702,-0.0511214000457162,0.195886933136443
-0.25,0.14,-9,0.02,197,3,0.01,-25,-8,0.66,0.12,0.348116798956532,0.0460644940279595,-0.929577956837532,0.11214980533182,0.567418426434324,0.139361393499971,-0.564616015983004
0.45,0.4,-6,0.1,238,3,0.31,-21,17,0.34,0,0.636520313493426,-0.150161725897252,-0.755976774532017,-0.0281507185335995,0.276688368464371,-0.0981883518432975,-0.772000159807131
0.06,0.19,-2,0.12,162,78,0.22,-26,-16,0.66,-0.12,0.0357320896185418,-0.508101239508591,-0.85831626050668,0.0620447026840614,0.335627547860567,0.0507010337326438,-0.621806345003306
0.08,0.35,-4,0.15,28,-60,0.12,-6,9,0.61,0.1,0.783863917603675,-0.156713619741234,0.248981067337159,-0.546814985323435,0.560915920876164,0.0671866678403883,-0.523118871769105
0.32,0.31,-9,0.02,264,10,0.12,-26,8,0.41,-0.08,0.815304878897708,-0.127019941102304,-0.558817971619347,0.0828635239607904,0.355276012560513,-0.218423020072097,-0.864834760407028
0.26,0.38,-1,0.01,157,-97,0.31,14,19,0.64,-0.12,0.160761739104734,-0.597308782496822,0.736526956011885,-0.273689467572377,0.293135088272111,-0.324355842858484,-0.463606421456305
0.1,0.13,-1,0.13,258,-54,0.35,9,14,0.67,0.07,0.473093865861112,0.27621233730036,-0.776450308421078,-0.311470475904977,0.0541137636430822,0.088003015774817,-0.42206813697991
-0.33,0.15,1,0.07,-6,9,0.3,18,-6,0.3,0.05,0.969623423931845,0.00323347028995265,-0.20805971342967,0.128573387915746,-0.0862996749088152,0.0461719850571947,0.450674888474468
-0.17,0.44,1,0.07,203,-40,0.24,-22,-10,0.28,0.01,0.367371228126311,0.390502512543385,-0.837255148644626,-0.107470854236552,0.678289659821295,0.141913525379107,-0.00461012940961836
0.16,0.13,-5,0.14,188,-22,0.09,-16,-9,0.63,-0.03,0.211304417107475,0.264081854630686,-0.940862559869873,0.0197195537677087,0.344475386648927,0.099889732349311,-0.710732345510833
0.44,0.42,9,0.11,231,95,0.18,1,-9,0.26,0.06,0.314957094263369,-0.591040698901196,-0.684245056947727,0.288585555872367,0.535873307974249,0.176079864884708,-0.0868287143272899
-0.32,0.14,-10,0.06,218,96,0.1,11,9,0.56,0.11,0.114098646180924,-0.790499791144081,-0.561014698379463,0.217609943116223,0.245600805084981,0.0160799054223907,-0.0832785036224901
0.16,0.16,4,0,56,2,0.03,-27,11,0.03,-0.12,0.746877689369651,0.108535696569643,0.654134680458473,-0.0500153927654775,0.510881942411553,-0.318869486936831,-0.0180830942385619
-0.14,0.42,-4,0.08,137,-49,0.33,16,6,0.18,0.07,0.420849413525485,-0.326372341219387,0.806314993565195,-0.257338293252656,0.260302459247543,0.0332882260951534,0.320954316233943
-0.43,0.06,2,0.03,-66,-40,0.14,-7,-15,0.32,-0.04,0.847348494616393,0.23978535044054,-0.430240527280552,-0.198485775487292,0.332258182516696,0.0282708895250141,0.466594645092417
0.5,0.24,-2,0.12,233,-95,0.15,-18,8,0.38,-0.06,0.374467275300085,0.556507996956391,-0.594061102411377,-0.444032111062585,0.32912400396942,-0.0758637636148887,-0.733384206699012
0.12,0.03,-1,0.07,37,-74,0.08,13,-17,0.42,-0.12,0.857820360517395,-0.153830900571318,0.140080635614714,-0.469954996395402,0.18263817422625,-0.0390673415235249,-0.142892013050141
-0.49,0.1,-5,0.04,77,-93,0.12,-21,8,0.38,0.04,0.401106301774355,-0.537784343365757,0.529881237684157,-0.518775104123037,0.523077886407102,-0.0888296074130257,0.135818060211342
0.35,0.03,-1,0.05,139,-33,0.28,27,20,0.33,0.11,0.496557151271314,-0.0949028048761142,0.823556643801891,-0.257252614365197,0.0155421060813248,0.0410904451547988,-0.286914016229785
0.27,0.43,-6,0.09,21,-69,0.02,18,-3,0.47,-0.12,0.82771930243488,-0.0552774174660009,-0.00784925051698074,-0.558357907404675,0.689639544018014,-0.0723182996278172,-0.301034554539316
0.07,0.03,-10,0,81,22,0.08,11,20,0.06,0.06,0.817004808926457,0.14824703119693,0.555138909875807,-0.0484432727449468,0.186161974836262,-0.148218651292485,0.0269415515422724
-0.2,0.16,9,0.08,13,-70,0.26,-1,-4,0.47,-0.01,0.834319872378997,-0.0107997496486959,0.143988349954024,-0.532034840060814,0.224954983621585,-0.00176464717107674,0.321627181213603
0.42,0.03,-7,0.05,-4,87,0.22,-22,-8,0.49,-0.11,0.655902992714144,0.0534197440970519,0.158319926692684,0.736119824418048,0.0295897753565643,-0.128700041586105,-0.816099823379294
-0.34,0.16,-8,0.13,112,49,0.08,26,-12,0.08,0.08,0.661673210522003,0.192167458566075,0.653111850075367,0.314173744346806,0.102614528161707,0.163078342289179,0.546016090274955
0.31,0.37,5,0.03,120,55,0.32,-29,-7,0.56,0.02,0.212826343891831,0.419500809904115,0.867047099545753,0.164174739240614,0.412994137460743,0.031783982804286,-0.637667612468636
0.46,0.28,-4,0.08,1,-70,0.11,21,-8,0.6,0.09,0.840201063464848,0.0825900731094736,-0.156427215493617,-0.512612503777682,0.496452855574778,0.174988495089317,-0.601056194897749
-0.3,0.32,2,0.14,24,85,0.15,2,6,0.62,0,0.754835100355997,0.147992907594145,0.121590526434715,0.627325923626396,0.456878880206558,0.00582316263129624,0.107015595471
-0.15,0.32,10,0.01,149,41,0.04,4,-13,0.62,-0.05,0.228436655970831,0.249588772092966,0.916943934572595,0.211508770278014,0.53525517228795,0.00640672863253082,0.188362215471177
0.32,0.2,8,0.15,-18,-37,0.03,1,7,0.17,-0.13,0.90837804498402,0.109252879182625,-0.141179403854666,-0.378128961742628,0.477408743750957,-0.141511919153416,0.0997108533135727
-0.27,0.1,8,0.01,56,55,0.21,-16,6,0.43,0,0.724487048382592,0.354076347918637,0.471950260789414,0.35638659895019,0.419741920009259,-0.134761276769022,0.283364603830954
-0.08,0.28,9,0.1,225,-92,0.14,15,-16,0.59,0.01,0.161490773013573,0.802100007647675,-0.534269379383072,-0.212397123842827,0.227525676435341,0.109431462598469,0.207761415271657
0.49,0,0,0.11,99,9,0.05,2,9,0.14,0,0.662620048215738,0.117162487520448,0.739734833045325,0,0.263928690931138,-0.0222043626285891,-0.267381355618818
-0.43,0.21,10,0.08,173,44,0.22,0,3,0.06,0.02,0.0264992189607209,0.40137022091257,0.909744754557012,0.102782385237303,0.29845723446078,-0.0199120887586512,0.99436412071375
0.27,0.27,5,0.14,-74,78,0.18,-25,-10,0.24,0.02,0.676989088142005,-0.208187394740569,-0.359310172069389,0.607651202134298,0.449661125812887,0.176585848588778,-0.253945636082634
-0.03,0.31,8,0.13,53,-26,0.11,6,17,0.16,0.05,0.863759551501115,0.0293165050210533,0.401315002930178,-0.303325317352664,0.425933166702525,-0.0698687173262535,0.507016212327894
-0.32,0.03,-5,0.08,269,-94,0.34,27,8,0.61,0.08,0.341779005971562,0.556976544105248,-0.651523847676687,-0.385332215500119,-0.273690581772014,0.103388293118609,-0.0957732625560819
-0.07,0.39,3,0.14,-37,81,0.07,-18,18,0.34,-0.1,0.84697407471481,-0.110380489320656,-0.124809160349987,0.504850213262365,0.743037395366525,-0.307937637433707,-0.0869557415919106
0.37,0.37,-5,0.03,95,-32,0.15,-5,9,0.22,0.04,0.590706585634557,-0.182803709152043,0.743802189307252,-0.253785020814781,0.503028999055033,-0.106966026452316,-0.427863132903474
0.42,0.3,-1,0.14,48,55,0.24,30,17,0.47,0.08,0.935630064606466,0.0864597854968022,0.130539558993254,0.316355039843203,0.331426411426692,0.0158084805790449,-0.327107840899937
0.38,0.33,5,0.11,-29,-53,0.02,-29,-14,0.51,-0.05,0.934685258691338,0.0318130574887146,0.0210566034092684,-0.353423281648493,0.579451780961047,0.149163741025701,-0.768843242816643
0.35,0.45,-4,0.12,170,91,0.16,22,2,0.14,-0.05,0.220806083921501,0.699360948355182,0.658639644844293,0.168323365752873,0.57365397622147,-0.0324457297136946,0.0138069446640324
-0.49,0.43,4,0.04,93,30,0.08,21,19,0.69,-0.11,0.801996551566908,0.260898291515172,0.526653656836042,0.106628038059775,0.220278172315465,-0.261264861171947,0.463536070140769
0.44,0.14,-10,0.06,-7,89,0.31,-29,7,0.04,0,0.720354927479111,0.0857948698705005,0.188789594654723,0.661881037430877,-0.0459717874528725,-0.0456243651890078,-0.478265841686988
0.42,0.36,7,0.08,229,12,0.32,-29,-14,0.26,0.11,0.625571524689328,0.0241371223868682,-0.775393272864258,0.0827220600420745,0.364698115417287,0.218877701607626,-0.377245582741156
0.41,0.45,9,0.05,-9,-22,0.02,2,9,0.67,-0.06,0.954957192587568,0.088625948152296,-0.0860708255869473,-0.269803659393562,0.714243370577893,-0.233596053653048,-0.458352618484279
-0.09,0.14,-7,0.03,-62,-16,0.25,3,6,0.7,-0.05,0.832087826879931,-0.00619035202232382,-0.538887590976056,-0.131117093439785,0.176252791590286,-0.135750417526534,-0.431175299426833
-0.28,0.16,5,0.11,24,-74,0.26,1,-19,0.65,0.02,0.872735890992332,-0.115164869111408,0.167995593998924,-0.443673977029668,0.170129252002941,0.143550133209339,0.125606052996386
0.27,0.3,6,0.06,120,-42,0.09,-25,-10,0.46,0,0.299296598838004,-0.385729772680812,0.871520138832501,-0.0456808056079429,0.579435574937097,0.0958937477041224,-0.50641677201121
-0.02,0.42,6,0.12,243,-82,0.06,-20,9,0.19,-0.07,0.4290688099384,0.460304325221924,-0.589818691299159,-0.506096627052762,0.81938954508161,-0.179041219507487,0.0504392838327384
0.39,0.42,-10,0,173,-23,0.21,-23,16,0.62,0.13,0.158792979079801,0.0827398637326181,-0.983282672319877,0.033077047328185,0.32757432951086,-0.0943341527020804,-1.1428142366322
0.09,0.26,6,0.1,51,14,0.25,6,-13,0.6,0.11,0.891291778020999,0.0493269065410935,0.3817430606261,0.239662384172132,0.254734330358245,0.20855895381644,-0.131466905209213
-0.41,0.18,-9,0.15,259,-54,0.17,1,-9,0.4,0.08,0.602624397869142,0.361805104626693,-0.686934132860721,-0.18456001319303,0.296698077981079,0.198198229942748,0.109129088913064
0.19,0.23,-10,0.02,-3,68,0.09,-20,10,0.44,0.13,0.853297048799437,0.0262925303594418,0.16818015236527,0.492857267074214,0.37724849426141,-0.033448699760824,-0.72880301343721
0,0.25,7,0.05,-21,-7,0.29,-29,10,0.44,-0.13,0.980952933650416,0.0571324127087589,0.0681541663756601,-0.172691166497763,0.493511226930975,-0.271769403734221,-0.154318216006052
0.12,0.41,-10,0.03,90,-77,0.16,10,17,0.43,-0.03,0.471624052015652,-0.368687826494612,0.526540784518363,-0.603651258918428,0.499242024879371,-0.284569005046565,-0.351291441540544
-0.08,0.46,-9,0.08,107,-74,0.32,-6,4,0.69,0.07,0.389513668751009,-0.517703529160224,0.652348594814046,-0.393323618150902,0.468924906709739,0.0157291818376392,-0.565932596083356
0.21,0.04,-2,0.05,59,-46,0.35,29,-10,0.46,0.02,0.914763781260128,-0.132574385294423,0.22259500274801,-0.309972130376412,-0.0742490432977366,-0.00180386105835981,-0.342653164376025
-0.01,0.28,-10,0.05,162,-22,0.21,-16,18,0.69,-0.11,0.0121690162564872,0.060227748660197,-0.994546905801539,0.0842673453673322,0.360742801695585,-0.310750781178274,-0.736916715186553
-0.36,0.35,-9,0.03,126,24,0.15,-14,3,0.18,-0.06,0.347109913218883,0.176029117074442,0.921154245898088,-0.00182026127134581,0.613513568082771,-0.161318106711346,0.127617225561624
0.4,0.43,1,0.1,-7,-5,0.21,4,7,0.19,0.05,0.989881741972312,0.00704954115893799,-0.0959797526463743,-0.104270455840815,0.52486455154512,-0.00178149175102793,-0.16819759233743
-0.49,0.07,0,0,253,4,0.1,-17,17,0.04,0.08,0.702561396745017,-0.128859975848591,-0.695266212773424,-0.0800467601073971,0.474430102975735,-0.174047788569676,0.650009985012461
-0.43,0.03,-3,0.08,82,-37,0.04,-27,18,0.1,-0.05,0.509332070368654,-0.157222571567824,0.798842983258229,-0.2787683503963,0.562501138239251,-0.262279125517072,0.334261163210409
0.13,0.25,-6,0.13,74,-4,0.34,2,14,0.37,0.05,0.792921062119787,0.0100742921310026,0.588340493822945,-0.158209232388826,0.218077627860252,0.0181754207575177,-0.309274241143959
-0.03,0.41,3,0.01,43,-47,0.02,29,9,0.28,-0.11,0.883289415170575,-0.01963937053252,0.12208499249502,-0.452227109736027,0.336846342260392,-0.247095094486271,0.503052998937326
0.07,0.2,-8,0.06,77,62,0.19,19,-7,0.54,-0.04,0.748403205420285,0.181912570131694,0.45053651707683,0.451461300362504,0.261356560929489,-0.0260394662459216,-0.346521818583361
-0.24,0.43,-6,0.12,30,-60,0.33,-30,-19,0.18,-0.08,0.810070214290881,-0.35798695902391,0.351993787453289,-0.302872842430333,0.528359406609322,0.174568539480704,-0.0773931150434647
0.32,0.25,0,0.14,176,93,0.11,16,16,0.47,-0.07,0.135898480264697,0.801747274324856,0.571880772981238,0.108098532223114,0.404932884001794,-0.147167711274398,-0.291498518625586
-0.34,0.08,-10,0.08,-23,-100,0.24,-6,-4,0.31,0.01,0.675479456088259,0.0640828959185022,-0.157146328732304,-0.71758338764172,0.197904096972675,0.011781328304251,0.0769529614023205
0.01,0.38,-2,0.1,245,-73,0.16,5,-10,0.21,-0.06,0.433724882174208,0.566261132036921,-0.655148911594984,-0.249020000327569,0.485214437907493,0.0675850474706902,0.127797340457043
0.37,0.05,-3,0.03,72,81,0.27,20,-8,0.49,-0.05,0.654043786262358,0.246046431275978,0.363083178514811,0.616326605613888,0.100318301679375,-0.0694067578349277,-0.522070353325947
-0.4,0.44,8,0.12,248,-40,0.03,-20,-7,0.04,-0.01,0.646330605599056,0.312156657127868,-0.646757355288899,-0.257914507262428,1.00935548683328,0.155665541972737,0.593161075395865
0.18,0.41,8,0.11,166,-14,0.09,23,17,0.4,0.03,0.323603743985373,0.0192925943704193,0.94583267843534,-0.0175771751125948,0.382328887950606,-0.0972478545928259,0.244001110551771
-0.11,0.22,7,0.09,-86,75,0.19,17,11,0.7,-0.03,0.545261364102007,-0.495946303373995,-0.605608296399522,0.299943161814628,0.111661380202637,-0.0679354961177698,0.0516643056192036
0.48,0.32,8,0.12,103,66,0.32,-25,11,0.06,0.08,0.367622380078445,0.600575445877971,0.667942979043075,0.24086323135962,0.330682046262095,0.0260653310081612,-0.151441572739864
-0.5,0.38,-6,0.01,146,33,0.15,-21,12,0.38,0.12,0.119614911914759,0.357375881158832,0.925930644667397,-0.0250438351574132,0.729355820863208,-0.131193898359307,0.0335124478875347
-0.49,0.09,2,0.12,53,93,0.23,-8,2,0.47,-0.01,0.599068261261393,0.385032703832114,0.330947922902344,0.619144981127689,0.300397806231595,0.0200577682329408,0.379748812584194
0.33,0.15,-8,0.05,132,32,0.21,4,10,0.38,0.09,0.441609771394771,0.296918752996164,0.846417129210451,0.0199526265689253,0.246892853688359,-0.0118694308938757,-0.550948578206829
-0.46,0.33,4,0.12,91,66,0.16,-16,-18,0.63,-0.07,0.427554205004853,0.352052777701821,0.722650856863589,0.413560131745579,0.672628106828161,0.224208569068594,0.0954432386645007
0.08,0.14,7,0.15,99,-68,0.21,23,10,0.43,-0.02,0.644859220390425,-0.27203583442305,0.551814175979149,-0.453491130955899,0.0185941466610068,0.0227570687068006,0.13250931824211
-0.09,0.13,-4,0.15,109,78,0.07,-25,-15,0.45,0.08,0.28573689148629,0.458555928409514,0.797932493417497,0.267179013608436,0.446120744125559,0.299817222663662,-0.358854145698526
-0.44,0.4,7,0.09,-55,-5,0.11,-17,14,0.69,-0.05,0.924889486424943,0.0237409165258908,-0.327834198488853,-0.191155813629318,0.843558320830418,-0.282010747216667,0.0439411317030857
-0.13,0.36,4,0,-60,6,0.07,-7,-8,0.03,-0.08,0.890070037016498,0.0368802449105579,-0.445350181423971,0.0898798789853626,0.675557066537458,-0.0504294642677325,0.464595699336498
0.34,0.32,8,0.08,-51,10,0.29,11,0,0.16,0.05,0.853904821501552,0.0205210276764567,-0.517541394711278,0.0507577383244196,0.278509763261727,0.0396235486116816,0.148707025561768
0.3,0.14,7,0.05,-50,-54,0.33,-18,-4,0.26,0.1,0.855146694517714,0.177648236041505,-0.21609124650458,-0.436428468675985,0.200329358825787,0.0843583498038392,-0.103225905700754
0.26,0.18,-2,0,190,90,0.06,24,-7,0.62,-0.02,0.093240706747333,0.661402424696003,0.739878820778731,0.0802018314914438,0.354436616670555,-0.0406860581188152,-0.374356630129736
-0.13,0.4,-6,0.03,77,-31,0.27,-18,1,0.43,0.1,0.641425406068566,-0.234558690590184,0.699389796957934,-0.210735808607683,0.526901614106758,0.0356677600361314,-0.294910311803442
-0.09,0.08,10,0.07,-84,81,0.17,-5,10,0.52,-0.11,0.661275226699248,-0.408385440981337,-0.488474997896312,0.39664667221412,0.27438680606968,-0.2053114088514,0.161835772848095
-0.13,0,6,0.05,214,55,0.2,2,12,0.43,-0.06,0.274348769488687,-0.516342589006592,-0.809410269807163,0.054571957896969,0.0746993229248949,-0.131372759837917,0.218926453023394
0.17,0.09,9,0.15,270,-15,0,20,17,0.44,0.13,0.537253096338228,0.0500080359608354,-0.817624160603253,-0.200870701726638,0.205653767248086,0.0937367159506076,0.139689889961172
-0.03,0.39,8,0.1,-25,-12,0.33,-7,-18,0.34,-0.11,0.984938375251736,0.105159000497142,-0.133381097126395,0.0323645562347257,0.416399308452785,0.0677024491039228,0.200533415037192
-0.18,0.45,-5,0,240,47,0.17,-11,10,0.06,0.02,0.537575768991892,-0.403989249878132,-0.706146526057369,0.22172519548484,0.637439639568645,-0.19198350822716,0.19935389017782
-0.18,0.08,1,0.11,99,26,0.23,-16,-9,0.37,0.07,0.510673437869223,0.13112044492934,0.833129706835999,0.167077707560652,0.306965178947044,0.169644964120028,0.092875962126079
-0.28,0.36,-6,0.05,103,94,0.32,23,13,0.38,0.12,0.611991314495005,0.501868092493364,0.400920387791564,0.461365247252987,0.0988727386211741,0.0397145958814902,0.222632923637042
-0.22,0.42,0,0.12,258,95,0.35,-11,-16,0.61,-0.12,0.396999378817832,-0.453683076310308,-0.5503615806797,0.577637680557297,0.454243387002948,0.0857402084242008,-0.14297946404319
0.06,0.41,7,0.03,6,30,0.26,9,-7,0.58,0.02,0.943702058700845,0.0541020683349177,-0.0376705888321214,0.324160943580056,0.374114041654588,0.021385909324774,-0.0224182015525327
0.36,0.35,-10,0.11,123,14,0.07,5,-16,0.35,0.05,0.51587008996383,-0.0531034500529202,0.853108669926066,0.0571285495191831,0.57791262283347,0.255353574387204,-0.57852445379984
-0.12,0.3,-6,0.05,-31,-20,0.36,-7,20,0.62,-0.07,0.92372606233701,-0.0494846187994564,-0.207626755071376,-0.318076350645826,0.25598215651407,-0.235207352848702,-0.357341723465915
-0.49,0.44,8,0.11,206,-74,0.32,-14,4,0.58,-0.08,0.221493411640299,0.543645480440576,-0.763693802441761,-0.268629924447223,0.68321361354075,-0.11538883461756,0.322757486487161
-0.01,0.33,-5,0.07,218,3,0.05,17,-15,0.4,-0.09,0.173768005947134,0.0826494464163236,-0.979043147942989,0.066695304048446,0.463062297483339,0.0495106316699535,0.0129659276639828
0.43,0.29,10,0.07,235,-98,0.05,-28,17,0,0.1,0.283195287917845,0.500028201421593,-0.554129501469239,-0.602256359273747,0.549332672852323,-0.128691039024061,-0.140929026050289
0.41,0.08,-7,0.09,-72,2,0.24,3,11,0.25,0.04,0.792145474501728,-0.118773501483846,-0.598024612671393,-0.0276580044639851,0.156139890657025,-0.00658124272987887,-0.490409004158599
0.21,0.14,-6,0.03,32,1,0.12,12,2,0.4,-0.08,0.983249573972846,-0.0439690755058326,0.174621013351186,-0.0281868298604802,0.312235862971409,-0.147809632022638,-0.33118365510602
-0.06,0.31,-5,0.15,80,12,0.1,-20,-9,0.18,-0.04,0.635397025863443,-0.017728932779883,0.76604193134516,0.0955827593625218,0.571499110541512,0.135932881701558,-0.144928237026894
0.06,0.36,7,0.01,-88,19,0.06,27,19,0.52,-0.11,0.536297436269405,-0.224333833381405,-0.813080164134899,-0.0309844758166629,0.248382457111037,-0.310606893955802,0.219240906948657
-0.36,0.15,-5,0.1,-6,-75,0.15,-23,-6,0.12,0.11,0.820484065991915,-0.128015117271639,0.0848619871128365,-0.550650951462506,0.514502974117907,0.193602552032252,0.241020271214498
-0.45,0.32,3,0,96,-89,0.2,4,18,0.16,-0.1,0.429176540029174,-0.403881119849358,0.595196049672329,-0.546286738784927,0.317421436792493,-0.316649601914386,0.753213076531135
0.46,0.33,9,0.14,217,-29,0.35,13,-15,0.52,0.03,0.197059907416031,0.396034779272501,-0.891705625061607,-0.0958380129659157,0.212750482776624,0.160190803953088,-0.290754194562142
0.45,0.26,-4,0.06,45,-57,0.12,4,-16,0.03,0.13,0.871751923026463,-0.233712668182261,0.262455213277442,-0.341385756079957,0.443237624552581,0.266213167933937,-0.200067160702573
0.06,0.32,0,0.02,71,-31,0.31,9,7,0.67,-0.09,0.810467605210172,-0.107082436990073,0.503783257259827,-0.279066376150609,0.252242951005459,-0.188663036470585,-0.318483488880756
-0.23,0.2,-5,0.12,161,13,0.12,-13,16,0.31,0.12,0.051170636670525,0.238158719814504,0.968910980474596,-0.043283969720981,0.475348782041949,-0.00457815239277959,0.00605357052014988
0.47,0.42,-6,0.13,145,33,0.21,-21,7,0.3,-0.07,0.128978070189564,0.315917067944735,0.939813595684008,-0.0176484831890729,0.394617157600142,-0.0843146782241501,-0.796603494102066
0.44,0.03,0,0.12,163,6,0.3,-17,2,0.5,0.06,5.55111512312579e-17,0.0697564737441253,0.997564050259824,0,0.0236838414926062,0.10070829457483,-0.629184228899705
-0.36,0.14,6,0.04,136,19,0.27,20,-14,0.23,0.12,0.492861323188069,0.0478115436743234,0.845605194244279,0.199383118302124,-0.139828492749232,0.0653036181027819,0.681197955344323
-0.08,0.31,-3,0.14,164,63,0.29,-7,6,0.26,-0.08,0.081167376633308,0.560165714470355,0.824260131582248,0.0148816929950214,0.378790202908978,-0.0672247831656704,0.028827137906921
0.42,0.06,-8,0.04,253,-1,0.25,28,-14,0.17,-0.11,0.374274391188391,0.0669314023812671,-0.920770022496636,0.0873008198551493,0.207313359048535,-0.0848956369006898,-0.323614341948722
0.37,0.34,4,0.09,261,3,0.15,25,-18,0.64,-0.04,0.465156517887768,0.142811110107035,-0.871222564445912,0.0648509359748271,0.35709395160049,0.120218279747723,-0.308718681137157
-0.21,0.42,5,0.14,-34,-73,0.07,14,3,0.43,0.11,0.714535191834788,0.268260587063084,-0.308223082804022,-0.567868161006565,0.457587430159593,0.13961802399654,0.434430659005985
0.31,0.41,-8,0.01,176,-7,0.34,23,-4,0.64,-0.02,0.230995932696133,-0.0815103674807832,0.966639068153648,-0.0748722311009789,0.393157806206629,-0.0654048706226616,-0.613048989019117
0,0.18,0,0.04,156,2,0.05,23,8,0.58,0.06,0.398202597184638,0.0799270519272582,0.913570383934082,-0.0208689138231863,0.232592661751501,-0.0220868153365978,-0.050803249234816
0.19,0.38,-5,0.05,251,52,0.29,16,-3,0.26,-0.08,0.394576292318806,-0.394809436561597,-0.793925865916933,0.241074216310881,0.360969936623482,-0.0867822103088707,-0.100174555425239
-0.43,0.32,7,0.07,239,-63,0.2,-18,3,0.66,-0.06,0.489967105817564,0.409089536738343,-0.665804564155191,-0.386370636174753,0.717672312693775,-0.119577853679197,0.0975681756021164
-0.46,0.22,8,0.09,19,83,0.14,-13,8,0.01,0.11,0.758540023911672,0.244945516445004,0.143040508316239,0.586649928899852,0.613598063549708,0.009231905789891,0.883345943490934
0.37,0.39,-8,0.14,120,-53,0.16,-1,-14,0.43,0.03,0.442984964321723,-0.508734279545909,0.704468493270204,-0.220630678259836,0.505673863190431,0.2315523685598,-0.689383232190381
0.16,0.17,8,0.11,239,8,0.17,16,14,0.02,-0.03,0.362211042516171,-0.135414734243345,-0.919201080984527,-0.0744001555511138,0.162972007336476,-0.0756428845673015,0.489102774313333
